dataset,plotID,series,subplot,scale,type,metric,value
10,RZ2214NA,RZ2214,NA,NA,beta,ENSPIE,1.129383932107985
10,RZ2215NA,RZ2215,NA,NA,beta,div,1.352112676056338
10,RZ2215NA,RZ2215,NA,NA,beta,ENSPIE,1.3228127672968928
10,RZ2216NA,RZ2216,NA,NA,beta,div,1.3181818181818181
10,RZ2216NA,RZ2216,NA,NA,beta,ENSPIE,0.9915274579602514
10,RZ2217NA,RZ2217,NA,NA,beta,div,1.2203389830508475
10,RZ2217NA,RZ2217,NA,NA,beta,ENSPIE,1.2793254200190673
10,RZ2218NA,RZ2218,NA,NA,beta,div,1.3076923076923077
10,RZ2218NA,RZ2218,NA,NA,beta,ENSPIE,1.216244111679893
10,RZ2219NA,RZ2219,NA,NA,beta,div,1.326086956521739
10,RZ2219NA,RZ2219,NA,NA,beta,ENSPIE,0.9584359686739021
11,BS19005NA,BS19005,NA,NA,beta,div,1.2923076923076924
11,BS19005NA,BS19005,NA,NA,beta,ENSPIE,0.9599157188530293
11,BS19013NA,BS19013,NA,NA,beta,div,1.4193548387096775
11,BS19013NA,BS19013,NA,NA,beta,ENSPIE,1.0317620342943266
11,BS19023NA,BS19023,NA,NA,beta,div,1.263157894736842
11,BS19023NA,BS19023,NA,NA,beta,ENSPIE,1.4680043653368746
11,BS19031NA,BS19031,NA,NA,beta,div,1.1176470588235294
11,BS19031NA,BS19031,NA,NA,beta,ENSPIE,1.046809858826253
11,BS19032NA,BS19032,NA,NA,beta,div,1.3
11,BS19032NA,BS19032,NA,NA,beta,ENSPIE,1.0699885963048943
11,BS19048NA,BS19048,NA,NA,beta,div,1.3714285714285714
11,BS19048NA,BS19048,NA,NA,beta,ENSPIE,1.375369215745272
11,SB20152NA,SB20152,NA,NA,beta,div,1.2
11,SB20152NA,SB20152,NA,NA,beta,ENSPIE,1.0105319376572466
11,SB20172NA,SB20172,NA,NA,beta,div,1.4074074074074074
11,SB20172NA,SB20172,NA,NA,beta,ENSPIE,1.0258113346978648
11,SB20178NA,SB20178,NA,NA,beta,div,1.2
11,SB20178NA,SB20178,NA,NA,beta,ENSPIE,1.0128574187302222
1,UA01NA,UA01,NA,100,beta,div,1.3195876288659794
1,UA01NA,UA01,NA,100,beta,ENSPIE,1.1455886756970857
1,UA02NA,UA02,NA,100,beta,div,1.5510204081632653
1,UA02NA,UA02,NA,100,beta,ENSPIE,1.2497729331018648
1,UA03NA,UA03,NA,100,beta,div,1.7204301075268817
1,UA03NA,UA03,NA,100,beta,ENSPIE,1.6645358041441274
1,UA04NA,UA04,NA,100,beta,div,2.057142857142857
1,UA04NA,UA04,NA,100,beta,ENSPIE,1.3809987545433995
1,UA05NA,UA05,NA,100,beta,div,1.4461538461538461
1,UA05NA,UA05,NA,100,beta,ENSPIE,1.196588401937064
1,UA06NA,UA06,NA,100,beta,div,1.6941176470588235
1,UA06NA,UA06,NA,100,beta,ENSPIE,1.0436125157019507
1,UA07NA,UA07,NA,100,beta,div,1.7391304347826086
1,UA07NA,UA07,NA,100,beta,ENSPIE,1.4388190492676032
1,UA08NA,UA08,NA,100,beta,div,1.8415841584158417
1,UA08NA,UA08,NA,100,beta,ENSPIE,1.157003376585055
1,UA09NA,UA09,NA,100,beta,div,1.5862068965517242
1,UA09NA,UA09,NA,100,beta,ENSPIE,1.134561571798293
1,UA10NA,UA10,NA,100,beta,div,1.7692307692307692
1,UA10NA,UA10,NA,100,beta,ENSPIE,1.073773088512654
1,UA11NA,UA11,NA,100,beta,div,1.6756756756756757
1,UA11NA,UA11,NA,100,beta,ENSPIE,1.621641326302076
1,UA12NA,UA12,NA,100,beta,div,1.8666666666666667
1,UA12NA,UA12,NA,100,beta,ENSPIE,1.4362230060050643
1,UA13NA,UA13,NA,100,beta,div,1.4883720930232558
1,UA13NA,UA13,NA,100,beta,ENSPIE,1.0688484377141743
1,UA14NA,UA14,NA,100,beta,div,1.5961538461538463
1,UA14NA,UA14,NA,100,beta,ENSPIE,1.0918161854648678
1,UA15NA,UA15,NA,100,beta,div,1.5555555555555556
1,UA15NA,UA15,NA,100,beta,ENSPIE,1.189768651523542
1,UA16NA,UA16,NA,100,beta,div,1.7142857142857142
1,UA16NA,UA16,NA,100,beta,ENSPIE,1.0745286340831357
1,UA17NA,UA17,NA,100,beta,div,1.5757575757575757
1,UA17NA,UA17,NA,100,beta,ENSPIE,1.6397348056406456
1,UA18NA,UA18,NA,100,beta,div,1.525
1,UA18NA,UA18,NA,100,beta,ENSPIE,1.11665879944203
1,UA19NA,UA19,NA,100,beta,div,1.7627118644067796
1,UA19NA,UA19,NA,100,beta,ENSPIE,1.3700488197557092
1,UA20NA,UA20,NA,100,beta,div,1.7176470588235293
1,UA20NA,UA20,NA,100,beta,ENSPIE,1.2469018896396216
1,UA21NA,UA21,NA,100,beta,div,1.6962025316455696
1,UA21NA,UA21,NA,100,beta,ENSPIE,1.1221912838671204
2,UA_MJ_01NA,UA_MJ_01,NA,100,beta,div,1.3620689655172413
2,UA_MJ_01NA,UA_MJ_01,NA,100,beta,ENSPIE,1.2720422961922782
2,UA_MJ_02NA,UA_MJ_02,NA,100,beta,div,1.305263157894737
2,UA_MJ_02NA,UA_MJ_02,NA,100,beta,ENSPIE,1.043476194670226
2,UA_MJ_03NA,UA_MJ_03,NA,100,beta,div,1.4615384615384615
2,UA_MJ_03NA,UA_MJ_03,NA,100,beta,ENSPIE,1.1003537080921806
2,UA_MJ_04NA,UA_MJ_04,NA,100,beta,div,1.3836477987421383
2,UA_MJ_04NA,UA_MJ_04,NA,100,beta,ENSPIE,1.1379360832368308
2,UA_MJ_05NA,UA_MJ_05,NA,100,beta,div,1.4210526315789473
2,UA_MJ_05NA,UA_MJ_05,NA,100,beta,ENSPIE,1.1774476234294373
3,UA_Cr_01NA,UA_Cr_01,NA,100,beta,div,1.826086956521739
3,UA_Cr_01NA,UA_Cr_01,NA,100,beta,ENSPIE,1.2952124511623109
3,UA_Cr_02NA,UA_Cr_02,NA,100,beta,div,2.4242424242424243
3,UA_Cr_02NA,UA_Cr_02,NA,100,beta,ENSPIE,1.4369788806994446
3,UA_Cr_03NA,UA_Cr_03,NA,100,beta,div,1.28
3,UA_Cr_03NA,UA_Cr_03,NA,100,beta,ENSPIE,1.0580339189291836
3,UA_Cr_04NA,UA_Cr_04,NA,100,beta,div,1.6
3,UA_Cr_04NA,UA_Cr_04,NA,100,beta,ENSPIE,0.8822761547055021
3,UA_Cr_05NA,UA_Cr_05,NA,100,beta,div,1.7391304347826086
3,UA_Cr_05NA,UA_Cr_05,NA,100,beta,ENSPIE,1.5589848664241694
3,UA_Cr_06NA,UA_Cr_06,NA,100,beta,div,1.5
3,UA_Cr_06NA,UA_Cr_06,NA,100,beta,ENSPIE,1.0608313596971017
3,UA_Cr_07NA,UA_Cr_07,NA,100,beta,div,1.4246575342465753
3,UA_Cr_07NA,UA_Cr_07,NA,100,beta,ENSPIE,1.5949303376059
3,UA_Cr_08NA,UA_Cr_08,NA,100,beta,div,1.5384615384615385
3,UA_Cr_08NA,UA_Cr_08,NA,100,beta,ENSPIE,1.463698669811738
4,SB20033NA,SB20033,NA,100,beta,div,1.4545454545454546
4,SB20033NA,SB20033,NA,100,beta,ENSPIE,1.0489535769133438
4,SB20060NA,SB20060,NA,100,beta,div,1.794871794871795
4,SB20060NA,SB20060,NA,100,beta,ENSPIE,1.2377946560798767
4,SB20061NA,SB20061,NA,100,beta,div,1.2463768115942029
4,SB20061NA,SB20061,NA,100,beta,ENSPIE,1.027358931495289
4,SB20062NA,SB20062,NA,100,beta,div,1.3333333333333333
4,SB20062NA,SB20062,NA,100,beta,ENSPIE,1.0468526342848052
4,SB20063NA,SB20063,NA,100,beta,div,1.4029850746268657
4,SB20063NA,SB20063,NA,100,beta,ENSPIE,1.0385928141603646
4,SB20077NA,SB20077,NA,100,beta,div,1.3225806451612903
4,SB20077NA,SB20077,NA,100,beta,ENSPIE,1.065120211233534
4,SB20078NA,SB20078,NA,100,beta,div,1.3114754098360655
4,SB20078NA,SB20078,NA,100,beta,ENSPIE,1.1344777516993576
4,SB20079NA,SB20079,NA,100,beta,div,1.55
4,SB20079NA,SB20079,NA,100,beta,ENSPIE,1.051616624339522
4,SB20081NA,SB20081,NA,100,beta,div,1.5844155844155845
4,SB20081NA,SB20081,NA,100,beta,ENSPIE,1.406824754740895
4,SB20083NA,SB20083,NA,100,beta,div,1.4366197183098592
4,SB20083NA,SB20083,NA,100,beta,ENSPIE,1.0115504669158422
4,SB20084NA,SB20084,NA,100,beta,div,1.5757575757575757
4,SB20084NA,SB20084,NA,100,beta,ENSPIE,1.0303425221770846
4,SB20100NA,SB20100,NA,100,beta,div,1.5
4,SB20100NA,SB20100,NA,100,beta,ENSPIE,1.2843079838709817
4,SB20101NA,SB20101,NA,100,beta,div,1.3728813559322033
4,SB20101NA,SB20101,NA,100,beta,ENSPIE,1.1079393973283473
4,SB20102NA,SB20102,NA,100,beta,div,1.5662650602409638
4,SB20102NA,SB20102,NA,100,beta,ENSPIE,1.1079598629353633
4,SB20103NA,SB20103,NA,100,beta,div,1.7
4,SB20103NA,SB20103,NA,100,beta,ENSPIE,1.0172054123312422
4,SB20104NA,SB20104,NA,100,beta,div,1.4042553191489362
4,SB20104NA,SB20104,NA,100,beta,ENSPIE,1.1918698484196248
4,SB20150NA,SB20150,NA,100,beta,div,1.5757575757575757
4,SB20150NA,SB20150,NA,100,beta,ENSPIE,1.0609248443883454
4,SB20160NA,SB20160,NA,100,beta,div,1.5873015873015872
4,SB20160NA,SB20160,NA,100,beta,ENSPIE,1.0894125918338273
4,SB20169NA,SB20169,NA,100,beta,div,1.35
4,SB20169NA,SB20169,NA,100,beta,ENSPIE,1.0131105015399617
5,SB18008NA,SB18008,NA,100,beta,div,1.6666666666666667
5,SB18008NA,SB18008,NA,100,beta,ENSPIE,1.1019359779339712
5,SB18019NA,SB18019,NA,100,beta,div,1.6
5,SB18019NA,SB18019,NA,100,beta,ENSPIE,1.0228026359955638
5,SB18024NA,SB18024,NA,100,beta,div,1.441860465116279
5,SB18024NA,SB18024,NA,100,beta,ENSPIE,1.0943219306237109
5,SB18025NA,SB18025,NA,100,beta,div,1.425
5,SB18025NA,SB18025,NA,100,beta,ENSPIE,1.1328826589701257
5,SB18029NA,SB18029,NA,100,beta,div,1.525
5,SB18029NA,SB18029,NA,100,beta,ENSPIE,1.049557464874481
5,SB20086NA,SB20086,NA,100,beta,div,1.2564102564102564
5,SB20086NA,SB20086,NA,100,beta,ENSPIE,1.090188349262296
5,SB20112NA,SB20112,NA,100,beta,div,1.48
5,SB20112NA,SB20112,NA,100,beta,ENSPIE,1.0863836213508131
5,SB20113NA,SB20113,NA,100,beta,div,1.5344827586206897
5,SB20113NA,SB20113,NA,100,beta,ENSPIE,1.6015971080790115
5,SB20120NA,SB20120,NA,100,beta,div,1.595505617977528
5,SB20120NA,SB20120,NA,100,beta,ENSPIE,1.174630413624992
5,SB20121NA,SB20121,NA,100,beta,div,1.550561797752809
5,SB20121NA,SB20121,NA,100,beta,ENSPIE,0.979330546919726
5,SB20122NA,SB20122,NA,100,beta,div,1.5772357723577235
5,SB20122NA,SB20122,NA,100,beta,ENSPIE,1.50356322016291
5,SB20129NA,SB20129,NA,100,beta,div,1.6551724137931034
5,SB20129NA,SB20129,NA,100,beta,ENSPIE,1.0103598622429133
5,SB20130NA,SB20130,NA,100,beta,div,1.5757575757575757
5,SB20130NA,SB20130,NA,100,beta,ENSPIE,0.98332415970084
5,SB20136NA,SB20136,NA,100,beta,div,1.3493975903614457
5,SB20136NA,SB20136,NA,100,beta,ENSPIE,1.3377636857004696
5,SB20139NA,SB20139,NA,100,beta,div,1.7611940298507462
5,SB20139NA,SB20139,NA,100,beta,ENSPIE,1.1000526660565502
6,UAS01NA,UAS01,NA,100,beta,div,1.5757575757575757
6,UAS01NA,UAS01,NA,100,beta,ENSPIE,1.1720988217415844
6,UAS02NA,UAS02,NA,100,beta,div,1.5294117647058822
6,UAS02NA,UAS02,NA,100,beta,ENSPIE,1.130737810183658
6,UAS03NA,UAS03,NA,100,beta,div,2
6,UAS03NA,UAS03,NA,100,beta,ENSPIE,1.0297152058433603
6,UAS04NA,UAS04,NA,100,beta,div,1.3894736842105264
6,UAS04NA,UAS04,NA,100,beta,ENSPIE,1.0531969312694487
6,UAS05NA,UAS05,NA,100,beta,div,1.4390243902439024
6,UAS05NA,UAS05,NA,100,beta,ENSPIE,1.0501544242739054
6,UAS06NA,UAS06,NA,100,beta,div,1.4939759036144578
6,UAS06NA,UAS06,NA,100,beta,ENSPIE,1.1845770585987272
6,UAS09NA,UAS09,NA,100,beta,div,1.4035087719298245
6,UAS09NA,UAS09,NA,100,beta,ENSPIE,1.0877432077730804
6,UAS10NA,UAS10,NA,100,beta,div,1.5
6,UAS10NA,UAS10,NA,100,beta,ENSPIE,1.0495088592051938
6,UAS11NA,UAS11,NA,100,beta,div,1.7
6,UAS11NA,UAS11,NA,100,beta,ENSPIE,0.9806533890325836
6,UAS12NA,UAS12,NA,100,beta,div,1.4146341463414633
6,UAS12NA,UAS12,NA,100,beta,ENSPIE,1.0832010030673085
6,UAS13NA,UAS13,NA,100,beta,div,1.5064935064935066
6,UAS13NA,UAS13,NA,100,beta,ENSPIE,1.094054382970762
6,UAS14NA,UAS14,NA,100,beta,div,1.6176470588235294
6,UAS14NA,UAS14,NA,100,beta,ENSPIE,1.0662813344918012
6,UAS15NA,UAS15,NA,100,beta,div,1.6666666666666667
6,UAS15NA,UAS15,NA,100,beta,ENSPIE,1.5903721245963918
6,UAS16NA,UAS16,NA,100,beta,div,1.3953488372093024
6,UAS16NA,UAS16,NA,100,beta,ENSPIE,1.0397918130888493
6,UAS17NA,UAS17,NA,100,beta,div,1.352112676056338
6,UAS17NA,UAS17,NA,100,beta,ENSPIE,1.2040184406437384
6,UAS18NA,UAS18,NA,100,beta,div,1.5616438356164384
6,UAS18NA,UAS18,NA,100,beta,ENSPIE,1.151784855821631
6,UAS19NA,UAS19,NA,100,beta,div,1.490566037735849
6,UAS19NA,UAS19,NA,100,beta,ENSPIE,1.1260645113521432
6,UAS20NA,UAS20,NA,100,beta,div,1.3714285714285714
6,UAS20NA,UAS20,NA,100,beta,ENSPIE,1.0015930998771245
6,UAS21NA,UAS21,NA,100,beta,div,1.2708333333333333
6,UAS21NA,UAS21,NA,100,beta,ENSPIE,1.0730894133365112
6,UAS22NA,UAS22,NA,100,beta,div,1.7142857142857142
6,UAS22NA,UAS22,NA,100,beta,ENSPIE,1.1321333170282935
6,UAS23NA,UAS23,NA,100,beta,div,1.574468085106383
6,UAS23NA,UAS23,NA,100,beta,ENSPIE,1.4910188697461069
6,UAS24NA,UAS24,NA,100,beta,div,1.4146341463414633
6,UAS24NA,UAS24,NA,100,beta,ENSPIE,1.1511896315229126
6,UAS25NA,UAS25,NA,100,beta,div,1.5
6,UAS25NA,UAS25,NA,100,beta,ENSPIE,1.361100992867261
6,UAS26NA,UAS26,NA,100,beta,div,1.3214285714285714
6,UAS26NA,UAS26,NA,100,beta,ENSPIE,1.4301693213818165
6,UAS27NA,UAS27,NA,100,beta,div,1.4444444444444444
6,UAS27NA,UAS27,NA,100,beta,ENSPIE,0.9541305780420063
6,UAS28NA,UAS28,NA,100,beta,div,1.4222222222222223
6,UAS28NA,UAS28,NA,100,beta,ENSPIE,1.0916343769444632
6,UAS29NA,UAS29,NA,100,beta,div,1.3636363636363635
6,UAS29NA,UAS29,NA,100,beta,ENSPIE,1.2423809039180298
6,UAS30NA,UAS30,NA,100,beta,div,1.3333333333333333
6,UAS30NA,UAS30,NA,100,beta,ENSPIE,0.9850110692394963
6,UAS31NA,UAS31,NA,100,beta,div,1.408450704225352
6,UAS31NA,UAS31,NA,100,beta,ENSPIE,1.0571184369876196
6,UAS32NA,UAS32,NA,100,beta,div,1.639344262295082
6,UAS32NA,UAS32,NA,100,beta,ENSPIE,1.0014811884147279
6,UAS33NA,UAS33,NA,100,beta,div,1.5087719298245614
6,UAS33NA,UAS33,NA,100,beta,ENSPIE,1.0352263266835022
6,UAS34NA,UAS34,NA,100,beta,div,1.3157894736842106
6,UAS34NA,UAS34,NA,100,beta,ENSPIE,1.0311783873857234
6,UAS35NA,UAS35,NA,100,beta,div,1.476923076923077
6,UAS35NA,UAS35,NA,100,beta,ENSPIE,1.327282995454297
6,UAS36NA,UAS36,NA,100,beta,div,1.8113207547169812
6,UAS36NA,UAS36,NA,100,beta,ENSPIE,1.4496697352081045
6,UAS37NA,UAS37,NA,100,beta,div,1.5294117647058822
6,UAS37NA,UAS37,NA,100,beta,ENSPIE,1.094977006307615
6,UAS38NA,UAS38,NA,100,beta,div,2
6,UAS38NA,UAS38,NA,100,beta,ENSPIE,1.0988672214122603
6,UAS39NA,UAS39,NA,100,beta,div,1.75
6,UAS39NA,UAS39,NA,100,beta,ENSPIE,1.15888363649536
6,UAS40NA,UAS40,NA,100,beta,div,1.492063492063492
6,UAS40NA,UAS40,NA,100,beta,ENSPIE,1.335257750026529
6,UAS41NA,UAS41,NA,100,beta,div,1.393939393939394
6,UAS41NA,UAS41,NA,100,beta,ENSPIE,1.1235456217546207
6,UAS42NA,UAS42,NA,100,beta,div,1.52
6,UAS42NA,UAS42,NA,100,beta,ENSPIE,1.266635560164675
6,UAS43NA,UAS43,NA,100,beta,div,1.4666666666666666
6,UAS43NA,UAS43,NA,100,beta,ENSPIE,1.0105571131150197
6,UAS44NA,UAS44,NA,100,beta,div,1.5308641975308641
6,UAS44NA,UAS44,NA,100,beta,ENSPIE,1.0630756120264144
6,UAS45NA,UAS45,NA,100,beta,div,1.348314606741573
6,UAS45NA,UAS45,NA,100,beta,ENSPIE,1.1001919772042654
6,UAS46NA,UAS46,NA,100,beta,div,1.3898305084745763
6,UAS46NA,UAS46,NA,100,beta,ENSPIE,1.1490157387143305
6,UAS47NA,UAS47,NA,100,beta,div,1.7358490566037736
6,UAS47NA,UAS47,NA,100,beta,ENSPIE,0.9649967692319266
6,UAS48NA,UAS48,NA,100,beta,div,1.5949367088607596
6,UAS48NA,UAS48,NA,100,beta,ENSPIE,1.3456186465499702
6,UAS49NA,UAS49,NA,100,beta,div,1.393939393939394
6,UAS49NA,UAS49,NA,100,beta,ENSPIE,1.1800206700532638
6,UAS50NA,UAS50,NA,100,beta,div,1.3076923076923077
6,UAS50NA,UAS50,NA,100,beta,ENSPIE,1.3663843267995321
6,UAS51NA,UAS51,NA,100,beta,div,2.029850746268657
6,UAS51NA,UAS51,NA,100,beta,ENSPIE,1.4668284734112893
6,UAS55NA,UAS55,NA,100,beta,div,1.6071428571428572
6,UAS55NA,UAS55,NA,100,beta,ENSPIE,1.1666643935153678
7,NFD21_01NA,NFD21_01,NA,100,beta,div,1.7096774193548387
7,NFD21_01NA,NFD21_01,NA,100,beta,ENSPIE,1.2536816909885562
7,NFD21_02NA,NFD21_02,NA,100,beta,div,1.6470588235294117
7,NFD21_02NA,NFD21_02,NA,100,beta,ENSPIE,1.2677670121123834
7,NFD21_03NA,NFD21_03,NA,100,beta,div,1.5272727272727273
7,NFD21_03NA,NFD21_03,NA,100,beta,ENSPIE,1.0795023483325172
7,NFD21_04NA,NFD21_04,NA,100,beta,div,1.3770491803278688
7,NFD21_04NA,NFD21_04,NA,100,beta,ENSPIE,1.3029675540834258
7,NFD21_05NA,NFD21_05,NA,100,beta,div,1.7358490566037736
7,NFD21_05NA,NFD21_05,NA,100,beta,ENSPIE,1.1127465011610447
7,NFD21_06NA,NFD21_06,NA,100,beta,div,1.606837606837607
7,NFD21_06NA,NFD21_06,NA,100,beta,ENSPIE,1.2299859196316405
7,NFD21_07NA,NFD21_07,NA,100,beta,div,1.7886178861788617
7,NFD21_07NA,NFD21_07,NA,100,beta,ENSPIE,1.1495261218645378
7,NFD21_08NA,NFD21_08,NA,100,beta,div,1.8666666666666667
7,NFD21_08NA,NFD21_08,NA,100,beta,ENSPIE,1.234470359473354
7,NFD21_09NA,NFD21_09,NA,100,beta,div,1.38
7,NFD21_09NA,NFD21_09,NA,100,beta,ENSPIE,0.9041284714950524
7,NFD21_10NA,NFD21_10,NA,100,beta,div,1.3435114503816794
7,NFD21_10NA,NFD21_10,NA,100,beta,ENSPIE,1.4427543579672117
7,NFD21_11NA,NFD21_11,NA,100,beta,div,1.6041666666666667
7,NFD21_11NA,NFD21_11,NA,100,beta,ENSPIE,1.1198291937840872
7,NFD21_12NA,NFD21_12,NA,100,beta,div,1.5593220338983051
7,NFD21_12NA,NFD21_12,NA,100,beta,ENSPIE,1.1866362548006155
7,NFD21_13NA,NFD21_13,NA,100,beta,div,1.3703703703703705
7,NFD21_13NA,NFD21_13,NA,100,beta,ENSPIE,0.9818003663310597
7,NFD21_14NA,NFD21_14,NA,100,beta,div,1.4102564102564104
7,NFD21_14NA,NFD21_14,NA,100,beta,ENSPIE,1.607821450775743
7,NFD21_15NA,NFD21_15,NA,100,beta,div,1.2340425531914894
7,NFD21_15NA,NFD21_15,NA,100,beta,ENSPIE,1.2781573521692022
7,NFD21_16NA,NFD21_16,NA,100,beta,div,1.3153153153153154
7,NFD21_16NA,NFD21_16,NA,100,beta,ENSPIE,0.9095054431251348
7,NFD21_17NA,NFD21_17,NA,100,beta,div,1.4444444444444444
7,NFD21_17NA,NFD21_17,NA,100,beta,ENSPIE,1.1428807097161802
7,NFD21_18NA,NFD21_18,NA,100,beta,div,1.3898305084745763
7,NFD21_18NA,NFD21_18,NA,100,beta,ENSPIE,1.2937299542856378
7,NFD21_56NA,NFD21_56,NA,100,beta,div,1.6216216216216217
7,NFD21_56NA,NFD21_56,NA,100,beta,ENSPIE,1.1880166545326338
7,NFD21_57NA,NFD21_57,NA,100,beta,div,1.459016393442623
7,NFD21_57NA,NFD21_57,NA,100,beta,ENSPIE,1.124458744325313
7,NFD21_58NA,NFD21_58,NA,100,beta,div,1.7171717171717171
7,NFD21_58NA,NFD21_58,NA,100,beta,ENSPIE,1.2415720413837465
7,NFD21_59NA,NFD21_59,NA,100,beta,div,1.8571428571428572
7,NFD21_59NA,NFD21_59,NA,100,beta,ENSPIE,1.162914465189387
7,NFD21_60NA,NFD21_60,NA,100,beta,div,1.8571428571428572
7,NFD21_60NA,NFD21_60,NA,100,beta,ENSPIE,0.9545536512883103
7,NFD21_61NA,NFD21_61,NA,100,beta,div,1.492537313432836
7,NFD21_61NA,NFD21_61,NA,100,beta,ENSPIE,1.1018176782739284
7,NFD21_62NA,NFD21_62,NA,100,beta,div,1.3275862068965518
7,NFD21_62NA,NFD21_62,NA,100,beta,ENSPIE,1.009483333338376
7,NFD21_63NA,NFD21_63,NA,100,beta,div,1.484375
7,NFD21_63NA,NFD21_63,NA,100,beta,ENSPIE,1.0206967680890953
7,NFD21_64NA,NFD21_64,NA,100,beta,div,1.6036036036036037
7,NFD21_64NA,NFD21_64,NA,100,beta,ENSPIE,1.1590228331685155
8,NFD21_20NA,NFD21_20,NA,100,beta,div,1.8867924528301887
8,NFD21_20NA,NFD21_20,NA,100,beta,ENSPIE,1.4124110670136194
8,NFD21_21NA,NFD21_21,NA,100,beta,div,1.4
8,NFD21_21NA,NFD21_21,NA,100,beta,ENSPIE,1.1415252630295316
8,NFD21_23NA,NFD21_23,NA,100,beta,div,1.574468085106383
8,NFD21_23NA,NFD21_23,NA,100,beta,ENSPIE,1.1534417295879085
8,NFD21_24NA,NFD21_24,NA,100,beta,div,1.5925925925925926
8,NFD21_24NA,NFD21_24,NA,100,beta,ENSPIE,0.980593188555859
8,NFD21_26NA,NFD21_26,NA,100,beta,div,2.090909090909091
8,NFD21_26NA,NFD21_26,NA,100,beta,ENSPIE,0.918803480248165
8,NFD21_27NA,NFD21_27,NA,100,beta,div,2.066666666666667
8,NFD21_27NA,NFD21_27,NA,100,beta,ENSPIE,1.1705214709247267
8,NFD21_28NA,NFD21_28,NA,100,beta,div,1.7142857142857142
8,NFD21_28NA,NFD21_28,NA,100,beta,ENSPIE,1.468143611274944
8,NFD21_30NA,NFD21_30,NA,100,beta,div,1.608695652173913
8,NFD21_30NA,NFD21_30,NA,100,beta,ENSPIE,1.0881167179341398
8,NFD21_31NA,NFD21_31,NA,100,beta,div,1.6756756756756757
8,NFD21_31NA,NFD21_31,NA,100,beta,ENSPIE,1.119941961941681
8,NFD21_33NA,NFD21_33,NA,100,beta,div,1.3846153846153846
8,NFD21_33NA,NFD21_33,NA,100,beta,ENSPIE,1.279158968703235
8,NFD21_34NA,NFD21_34,NA,100,beta,div,1.75
8,NFD21_34NA,NFD21_34,NA,100,beta,ENSPIE,1.223720797631024
8,NFD21_35NA,NFD21_35,NA,100,beta,div,1.5384615384615385
8,NFD21_35NA,NFD21_35,NA,100,beta,ENSPIE,1.0308143726860002
8,NFD21_36NA,NFD21_36,NA,100,beta,div,1.7241379310344827
8,NFD21_36NA,NFD21_36,NA,100,beta,ENSPIE,1.2432055000214706
8,NFD21_37NA,NFD21_37,NA,100,beta,div,1.4814814814814814
8,NFD21_37NA,NFD21_37,NA,100,beta,ENSPIE,1.1258078329160017
8,NFD21_38NA,NFD21_38,NA,100,beta,div,1.8823529411764706
8,NFD21_38NA,NFD21_38,NA,100,beta,ENSPIE,1.262717983033112
8,NFD21_39NA,NFD21_39,NA,100,beta,div,1.7922077922077921
8,NFD21_39NA,NFD21_39,NA,100,beta,ENSPIE,1.3163654825332232
8,NFD21_40NA,NFD21_40,NA,100,beta,div,1.4736842105263157
8,NFD21_40NA,NFD21_40,NA,100,beta,ENSPIE,1.379353993006049
8,NFD21_42NA,NFD21_42,NA,100,beta,div,1.4603174603174602
8,NFD21_42NA,NFD21_42,NA,100,beta,ENSPIE,1.2837177456048856
8,NFD21_43NA,NFD21_43,NA,100,beta,div,1.4166666666666667
8,NFD21_43NA,NFD21_43,NA,100,beta,ENSPIE,1.0603103429250806
9,NFD21_45NA,NFD21_45,NA,100,beta,div,1.2
9,NFD21_45NA,NFD21_45,NA,100,beta,ENSPIE,0.9992753396024806
9,NFD21_47NA,NFD21_47,NA,100,beta,div,2
9,NFD21_47NA,NFD21_47,NA,100,beta,ENSPIE,1.0869645027240442
9,NFD21_48NA,NFD21_48,NA,100,beta,div,1
9,NFD21_48NA,NFD21_48,NA,100,beta,ENSPIE,1.109068739855536
9,NFD21_49NA,NFD21_49,NA,100,beta,div,1.3333333333333333
9,NFD21_49NA,NFD21_49,NA,100,beta,ENSPIE,1.0010854030829852
9,NFD21_50NA,NFD21_50,NA,100,beta,div,1.0909090909090908
9,NFD21_50NA,NFD21_50,NA,100,beta,ENSPIE,0.9943537014115345
9,NFD21_51NA,NFD21_51,NA,100,beta,div,1.2857142857142858
9,NFD21_51NA,NFD21_51,NA,100,beta,ENSPIE,1.072897371182664
9,NFD21_52NA,NFD21_52,NA,100,beta,div,1.5757575757575757
9,NFD21_52NA,NFD21_52,NA,100,beta,ENSPIE,1.5320672604658172
9,NFD21_53NA,NFD21_53,NA,100,beta,div,1.4285714285714286
9,NFD21_53NA,NFD21_53,NA,100,beta,ENSPIE,1.2120907155252878
9,NFD21_54NA,NFD21_54,NA,100,beta,div,1.7142857142857142
9,NFD21_54NA,NFD21_54,NA,100,beta,ENSPIE,0.9778414940313782
9,NFD21_55NA,NFD21_55,NA,100,beta,div,1.4
9,NFD21_55NA,NFD21_55,NA,100,beta,ENSPIE,1.1998027557327091
10,RZ2214NA,RZ2214,NA,100,beta,div,1.5873015873015872
10,RZ2214NA,RZ2214,NA,100,beta,ENSPIE,1.33452078154346
10,RZ2215NA,RZ2215,NA,100,beta,div,1.5774647887323943
10,RZ2215NA,RZ2215,NA,100,beta,ENSPIE,1.3463839508312243
10,RZ2216NA,RZ2216,NA,100,beta,div,1.5454545454545454
